t,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),|F|
30.6964,3.11004,-5.9308,171.24051,-3.24734,3.34505,0.59126,171.37141
30.7182,2.99064,-6.31704,171.25562,-3.24838,3.35054,0.59007,171.39818
30.7442,2.93348,-6.30433,171.07744,-3.25865,3.34551,0.58911,171.21869
30.765,2.84258,-6.31002,171.18182,-3.25712,3.34556,0.59729,171.32167
30.7864,2.86935,-6.05637,171.30411,-3.24835,3.35334,0.59212,171.43515
30.8075,3.05813,-6.10358,171.35031,-3.24793,3.36834,0.58921,171.48625
30.8281,3.22217,-6.16205,171.29138,-3.24455,3.38135,0.58737,171.43247
30.8494,3.43302,-5.94229,170.86942,-3.24837,3.38343,0.59216,171.00717
30.8706,3.13365,-5.94375,171.09918,-3.23476,3.37764,0.58652,171.23107
30.8975,3.00019,-6.32382,170.91364,-3.257,3.34684,0.5948,171.0569
30.9184,3.01962,-6.49297,170.99968,-3.26005,3.34738,0.59405,171.14955
30.9396,2.93312,-6.02463,171.1767,-3.24274,3.35119,0.59011,171.3078
30.9639,3.06163,-5.90627,171.12589,-3.24259,3.34474,0.58965,171.25515
30.9845,2.93059,-6.11095,171.23137,-3.2554,3.35044,0.59049,171.36544
31.008,2.9853,-6.46232,171.20453,-3.24768,3.34647,0.59519,171.35246
31.0286,2.98076,-6.24794,171.14261,-3.2495,3.35317,0.59558,171.28256
31.0504,2.95648,-5.96625,171.26903,-3.24438,3.35601,0.59168,171.39842
31.0716,2.94297,-6.21383,171.29597,-3.24708,3.34251,0.59186,171.4339
31.0934,2.96664,-6.23333,171.03429,-3.24952,3.34798,0.59151,171.17354
31.1141,3.22353,-6.41881,171.24921,-3.25407,3.34517,0.59846,171.39978
31.1357,3.0089,-6.07398,171.25461,-3.25307,3.34647,0.59105,171.3887
31.1564,3.02497,-6.13378,171.38223,-3.24459,3.34935,0.59383,171.51864
31.1787,3.01904,-6.09109,171.13974,-3.25428,3.34723,0.58897,171.27471
31.2024,2.79075,-6.12107,171.32979,-3.2581,3.35285,0.58983,171.46181
31.2232,3.00937,-6.27866,170.93654,-3.24081,3.35167,0.59348,171.07828
31.2439,3.01489,-6.288,171.12851,-3.25164,3.3441,0.59305,171.27053
31.268,2.90249,-6.54465,171.12859,-3.2572,3.3484,0.59341,171.27828
31.2886,2.79432,-6.55455,171.08109,-3.25594,3.34439,0.59462,171.2294
31.3091,2.92972,-6.0983,171.24973,-3.25029,3.35324,0.59202,171.38332
31.3343,3.04868,-6.08319,171.20226,-3.24837,3.34943,0.58944,171.33742
31.3571,2.9836,-5.99668,171.0817,-3.24426,3.34975,0.59262,171.21276
31.3781,2.9866,-6.19875,171.23949,-3.25476,3.34806,0.58965,171.37767
31.3992,3.06415,-5.99105,171.27284,-3.25175,3.35013,0.58744,171.40498
31.4204,3.0737,-6.04213,171.10419,-3.25582,3.33787,0.59483,171.23842
31.441,3.03445,-6.4672,171.07396,-3.25685,3.34136,0.59495,171.22305
31.4619,2.94386,-6.13208,171.22395,-3.25441,3.34904,0.58759,171.35901
31.483,3.08989,-6.05637,170.95508,-3.24334,3.34507,0.59032,171.09023
31.5084,3.06473,-6.19864,171.17468,-3.24936,3.34533,0.5957,171.3143
31.5294,3.13678,-6.26227,171.08897,-3.25882,3.34777,0.59508,171.23228
31.55,3.09475,-6.16346,171.09909,-3.25158,3.34428,0.59375,171.23803
31.5711,3.09951,-6.23889,171.2599,-3.25605,3.34229,0.58885,171.40153
31.5923,3.07053,-6.04477,171.17671,-3.24804,3.35189,0.58853,171.31093
31.6133,3.0013,-6.22706,171.24493,-3.25775,3.34566,0.58789,171.3844
31.6349,2.7352,-6.22244,171.27693,-3.2524,3.35334,0.5891,171.41175
31.6614,3.06194,-6.23231,171.08919,-3.24938,3.35053,0.59196,171.23004
31.6823,2.9634,-6.2621,171.07532,-3.24522,3.34712,0.59015,171.21554
31.7029,2.92273,-6.1386,171.32962,-3.25299,3.34885,0.58902,171.46447
31.7235,3.02466,-6.04491,171.2861,-3.24967,3.3494,0.59523,171.41942
31.7447,3.00161,-6.14222,171.1051,-3.24678,3.35005,0.5895,171.24162
31.7653,3.0608,-6.00064,171.0947,-3.24891,3.35528,0.58511,171.22725
31.7866,2.80288,-5.95754,171.15033,-3.24906,3.34935,0.58499,171.27692
31.8079,2.88839,-6.4543,171.33598,-3.25421,3.35345,0.59499,171.48184
31.829,3.09183,-6.63658,170.96756,-3.25868,3.35347,0.60375,171.12425
31.8494,2.90517,-6.00915,171.19296,-3.24592,3.35337,0.58785,171.32303
31.87,3.02074,-6.02577,171.14738,-3.24251,3.34585,0.58404,171.28007
31.8909,3.11351,-6.3738,171.06346,-3.25373,3.34995,0.59739,171.21048
31.9167,3.01711,-5.98866,171.18175,-3.25506,3.3489,0.59393,171.31304
31.9374,3.0295,-6.19617,171.30707,-3.24958,3.35332,0.59496,171.44586
31.9582,2.9996,-6.19091,171.0363,-3.24662,3.35165,0.59226,171.17459
31.9795,3.03289,-6.1645,171.29089,-3.24367,3.34873,0.59398,171.42861
32.0002,3.11778,-6.12046,171.31679,-3.24882,3.35237,0.59025,171.45443
32.0219,3.02348,-6.25885,171.10281,-3.25631,3.34578,0.59154,171.24394
32.0434,3.11872,-5.87644,171.44681,-3.23757,3.35334,0.58671,171.57583
32.0704,3.03459,-6.22627,171.09734,-3.24697,3.34665,0.5894,171.23748
32.0913,2.94546,-6.25134,171.26974,-3.26372,3.35006,0.58987,171.4091
32.1121,2.99569,-6.31157,170.96443,-3.25799,3.34828,0.59025,171.10712
32.1337,2.84343,-6.11026,171.19075,-3.24328,3.35228,0.59217,171.32336
32.1543,2.85562,-6.44901,171.29794,-3.25992,3.34284,0.59192,171.44308
32.1757,3.0911,-6.08222,171.22954,-3.24689,3.35311,0.58966,171.36541
32.1973,3.16783,-5.98602,171.23151,-3.24085,3.35311,0.593,171.36539
32.222,3.1224,-5.91031,171.2641,-3.24349,3.34732,0.59002,171.39449
32.2431,3.11463,-6.0893,171.19249,-3.2478,3.3535,0.59274,171.32907
32.2638,2.84302,-6.09627,171.19328,-3.24963,3.349,0.59142,171.32538
32.2844,2.86669,-6.15788,171.15025,-3.25031,3.3545,0.59032,171.28499
32.3055,2.92068,-5.8664,171.23029,-3.24646,3.35406,0.58682,171.35564
32.3262,3.09219,-6.01268,171.33659,-3.23784,3.34759,0.59129,171.46995
32.3484,3.02687,-6.15708,170.8627,-3.25692,3.3491,0.59151,171.00039
32.3739,2.95787,-6.20856,171.08678,-3.24586,3.35345,0.59394,171.22494
32.3947,3.00918,-6.4907,171.06471,-3.25388,3.34244,0.59468,171.21425
32.4154,3.04248,-6.34136,171.18925,-3.25535,3.3513,0.59604,171.33368
32.4359,3.03495,-6.18112,171.27406,-3.25729,3.3512,0.59092,171.41243
32.4564,3.00306,-5.9656,171.52232,-3.25325,3.35453,0.59338,171.65231
32.4779,3.04877,-6.11658,171.03789,-3.24958,3.34732,0.59261,171.17437
32.4992,2.96775,-6.2775,171.12662,-3.25007,3.35007,0.59218,171.26743
32.5198,2.86481,-5.97248,171.01729,-3.24339,3.34953,0.59,171.14552
32.5407,2.97303,-6.0388,171.08812,-3.232,3.34937,0.58918,171.22047
32.5613,2.91528,-6.33219,171.01401,-3.2579,3.34732,0.59217,171.15603
32.583,2.97852,-6.0926,171.10248,-3.25356,3.34869,0.58702,171.23682
32.6037,2.89376,-6.02226,171.39005,-3.25475,3.34859,0.58436,171.52023
32.6291,3.0784,-6.231,171.11783,-3.25918,3.34494,0.59078,171.25891
32.653,3.00816,-6.02427,170.95012,-3.24415,3.35401,0.59402,171.08268
32.6741,3.06071,-6.24751,170.93069,-3.25129,3.34981,0.59472,171.07221
32.7003,3.09312,-6.08287,170.96646,-3.24838,3.35328,0.58883,171.1026
32.7209,3.14319,-6.30759,170.95944,-3.25228,3.35104,0.59442,171.10464
32.7419,2.88973,-6.20664,170.99292,-3.24853,3.3571,0.59808,171.12993
32.7625,3.32715,-6.14769,171.14354,-3.25003,3.34863,0.59681,171.28624
32.7838,3.04344,-6.21276,171.10706,-3.24916,3.35414,0.5931,171.24686
32.8054,2.90017,-6.44492,171.31198,-3.24918,3.35891,0.60013,171.4577
32.8267,3.03926,-5.99937,171.25108,-3.25264,3.34998,0.59079,171.38309
32.8474,3.00544,-6.10202,171.46024,-3.25355,3.35441,0.59649,171.5951
32.8706,2.92408,-6.09333,171.12839,-3.25091,3.34968,0.59047,171.2618
32.8933,3.02419,-6.02584,171.05502,-3.24413,3.34806,0.59226,171.18784
32.9142,2.96301,-6.26516,171.18472,-3.25552,3.34531,0.59391,171.32496
32.9355,3.13872,-6.23178,171.27997,-3.25257,3.3508,0.59292,171.42204
32.9566,2.92848,-6.5076,171.05344,-3.26127,3.34637,0.59538,171.20223
32.9773,3.05077,-6.11275,171.15468,-3.24711,3.34642,0.59019,171.29097
32.9984,3.23317,-5.95494,171.16377,-3.24646,3.34834,0.58837,171.29785
33.0197,3.23727,-6.0029,171.33862,-3.24534,3.3462,0.59102,171.47431
33.0404,2.91676,-6.54653,171.24672,-3.26156,3.35089,0.59677,171.39663
33.0629,2.92515,-6.24497,170.95464,-3.25714,3.34788,0.59476,171.09367
33.0888,3.21523,-6.45099,170.86674,-3.25323,3.33837,0.5981,171.01871
33.1098,3.16198,-6.15314,170.97955,-3.24548,3.34355,0.59012,171.11945
33.1306,2.98471,-6.07948,171.29805,-3.253,3.34851,0.58622,171.43188
33.1512,3.03943,-6.08448,171.13309,-3.25373,3.34811,0.59162,171.26819
33.1729,3.00502,-6.57364,170.91727,-3.24679,3.34519,0.59715,171.07003
33.1947,3.08033,-6.03004,171.25594,-3.25731,3.35115,0.58966,171.38975
33.2158,3.06269,-6.35797,170.8773,-3.25593,3.34485,0.59413,171.02297
33.2402,3.05614,-6.27936,171.18361,-3.24806,3.3453,0.59567,171.326
33.2609,3.00505,-6.04061,171.32054,-3.24944,3.35707,0.59385,171.45334
33.2816,3.17329,-6.03654,170.98991,-3.24782,3.35408,0.59116,171.12586
33.3022,3.04911,-6.08303,171.11243,-3.25252,3.35399,0.59383,171.24767
33.3229,3.10337,-6.22855,170.87935,-3.24827,3.35317,0.59307,171.02099
33.3442,3.14032,-6.09153,170.8322,-3.2506,3.35617,0.59622,170.96961
33.3662,3.30832,-5.71016,171.21375,-3.24142,3.36462,0.58987,171.34088
33.3873,3.14465,-6.23016,170.97784,-3.25049,3.35335,0.5925,171.12021
33.4139,3.07457,-6.41317,171.15248,-3.25521,3.35374,0.59957,171.30019
33.4354,2.98927,-6.1518,171.28287,-3.25198,3.35578,0.58583,171.41937
33.4564,3.03934,-6.05967,171.21347,-3.24564,3.35167,0.58921,171.34763
33.4777,3.08809,-6.3328,171.17265,-3.25378,3.34857,0.59449,171.31759
33.4994,3.05862,-5.8547,171.38162,-3.25609,3.35022,0.58919,171.50887
33.5207,3.09456,-6.34722,171.17613,-3.251,3.35266,0.59824,171.32172
33.5468,2.94057,-6.12008,171.28508,-3.2497,3.35194,0.59109,171.4196
33.5679,2.97658,-6.02509,171.12328,-3.25121,3.34975,0.58872,171.25518
33.5887,3.03216,-6.23339,171.12238,-3.24296,3.35079,0.59315,171.26271
33.613,3.059,-6.13855,171.13843,-3.24632,3.35253,0.59292,171.2758
33.6337,3.01389,-6.14407,171.0455,-3.25041,3.3488,0.58929,171.18235
33.6555,3.03564,-5.95895,171.19885,-3.24958,3.34964,0.58961,171.32942
33.6768,3.023,-6.20544,171.15823,-3.25091,3.34607,0.59184,171.29736
33.6992,3.15618,-6.13664,171.12515,-3.24698,3.3517,0.58701,171.26423
33.72,3.13823,-5.89948,171.08295,-3.24435,3.35324,0.58722,171.2134
33.7406,3.10688,-5.9928,171.10062,-3.24307,3.35094,0.59152,171.23372
33.7617,3.1307,-5.95256,170.98691,-3.24289,3.34835,0.59198,171.11913
33.7829,2.98469,-5.95087,171.30942,-3.2523,3.35572,0.59134,171.43873
33.8035,3.07095,-6.0767,171.21895,-3.2488,3.34794,0.58969,171.35427
33.8257,2.81717,-6.24956,171.23033,-3.25913,3.35545,0.59136,171.3675
33.8514,3.08264,-6.17394,171.35959,-3.24368,3.35582,0.59215,171.49848
33.8727,2.97808,-6.06802,171.32918,-3.2471,3.34549,0.59229,171.46247
33.8942,3.08214,-6.34266,171.20013,-3.25278,3.34603,0.59242,171.34531
33.9149,2.98615,-6.23604,171.33376,-3.24842,3.35432,0.5905,171.47321
33.9361,2.88481,-6.31017,171.32635,-3.25346,3.34857,0.59597,171.46679
33.9568,3.09284,-6.342,171.25685,-3.2466,3.34717,0.59256,171.40215
33.9775,3.14428,-6.07239,170.97321,-3.24375,3.34634,0.59137,171.1099
33.9986,3.00044,-6.29139,171.08182,-3.25718,3.34241,0.59442,171.22375
34.0253,2.86349,-6.36107,171.24669,-3.25514,3.34973,0.59747,171.38871
34.0466,2.93341,-6.07885,171.22279,-3.24644,3.3593,0.5895,171.35578
34.0672,2.91756,-6.15065,171.15678,-3.24233,3.35151,0.59009,171.29211
34.0877,2.96092,-6.42818,170.98312,-3.25003,3.35202,0.59616,171.12953
34.1083,2.88732,-6.21939,170.99902,-3.26106,3.3485,0.59284,171.13645
34.1295,2.80792,-6.36714,171.20961,-3.2606,3.34865,0.58893,171.35097
34.15,2.97086,-6.20174,171.24933,-3.2522,3.34689,0.59272,171.38734
34.1714,3.04786,-6.26125,171.07932,-3.25096,3.35024,0.59251,171.22098
34.1921,2.95048,-6.2432,171.08047,-3.24229,3.35033,0.59861,171.21978
34.217,2.88391,-6.10998,171.24936,-3.25524,3.34607,0.59384,171.38259
34.2376,3.01876,-6.0803,171.21512,-3.24375,3.35547,0.5909,171.34964
34.2584,2.91753,-6.00002,171.32532,-3.24705,3.35407,0.58857,171.45517
34.2791,3.05612,-6.11277,171.32318,-3.24344,3.34879,0.58859,171.45944
34.2997,3.01385,-6.16498,171.20052,-3.24755,3.35206,0.5954,171.33799
34.3204,3.02719,-6.01236,171.31613,-3.25047,3.35206,0.59083,171.44833
34.3416,2.99316,-6.20101,171.12259,-3.25613,3.34044,0.59032,171.26106
34.3621,2.94105,-6.12563,171.28186,-3.24772,3.3508,0.59001,171.41659
34.3836,3.12303,-6.29866,171.16652,-3.24771,3.34677,0.59166,171.31084
34.4049,3.04874,-6.43523,171.22871,-3.25216,3.34808,0.59583,171.37672
34.4318,3.0781,-5.97621,171.16125,-3.24966,3.34844,0.5911,171.29321
34.4528,3.09587,-6.19308,171.10916,-3.24489,3.34845,0.5932,171.24919
34.4735,3.00559,-6.37703,171.08385,-3.26077,3.34878,0.59499,171.22904
34.4949,3.02487,-6.10652,170.95309,-3.24876,3.35208,0.58505,171.08887
34.5156,2.8587,-6.08142,171.12788,-3.2508,3.35127,0.59485,171.25977
34.538,3.02486,-6.11107,171.14734,-3.24862,3.35087,0.5979,171.28312
34.5601,2.93532,-6.21136,171.32375,-3.25115,3.35127,0.59531,171.46143
34.5839,2.98235,-6.21415,170.96275,-3.25276,3.34577,0.5935,171.10165
34.6048,2.94951,-6.01743,171.28416,-3.25508,3.34693,0.58677,171.41521
34.6257,2.91509,-6.15625,171.19182,-3.24873,3.35055,0.59025,171.32728
34.647,2.82668,-6.07993,171.23244,-3.24576,3.34548,0.59093,171.36366
34.6678,2.93694,-6.28451,171.30363,-3.24518,3.33822,0.59311,171.44403
34.6904,3.03924,-6.11708,171.28639,-3.24871,3.34574,0.58797,171.42253
34.7128,3.00716,-6.21794,170.98685,-3.24201,3.35677,0.59462,171.12629
34.7369,2.91985,-6.23555,171.29399,-3.25256,3.34705,0.59149,171.43232
34.7575,3.08045,-6.3023,171.32204,-3.25474,3.35271,0.59528,171.46559
34.7787,2.9768,-6.13507,171.2876,-3.24942,3.35518,0.5946,171.42328
34.8,3.02092,-6.16591,171.25797,-3.25063,3.34862,0.59067,171.39555
34.8213,3.16407,-6.08862,171.03116,-3.24878,3.34325,0.59173,171.16875
34.843,3.07293,-6.25595,171.27179,-3.24959,3.34044,0.59404,171.41355
34.8654,3.09991,-6.22027,171.04466,-3.25416,3.35431,0.59417,171.1858
34.8895,2.92394,-6.41276,171.03517,-3.2509,3.34967,0.59024,171.18032
34.9102,3.09661,-6.19516,171.38696,-3.24829,3.34467,0.59248,171.52685
34.9312,3.06995,-5.94207,171.22029,-3.25465,3.35126,0.59308,171.35087
34.9523,2.89976,-5.90461,171.05255,-3.24825,3.34453,0.58716,171.179
34.9731,2.87562,-5.94119,171.4791,-3.24955,3.35144,0.58628,171.60608
34.9948,3.09574,-6.07823,170.9579,-3.25075,3.34834,0.59281,171.09393
35.0162,3.12687,-6.30704,171.21417,-3.26102,3.34683,0.59195,171.35883
35.042,2.97251,-6.41559,171.12759,-3.25036,3.35305,0.59381,171.27361
35.0625,3.16248,-6.35724,171.14859,-3.25763,3.3405,0.59574,171.29581
35.0837,2.9371,-6.09973,171.07866,-3.25062,3.34365,0.58997,171.21256
35.1048,3.10252,-6.15725,170.92863,-3.25141,3.34479,0.58875,171.06763
35.1257,3.07706,-6.19033,171.28731,-3.25011,3.35086,0.59599,171.42675
35.1482,2.90355,-5.95026,171.31067,-3.24411,3.35169,0.59073,171.43856
35.1737,3.00137,-6.37702,171.11868,-3.25086,3.35081,0.59458,171.26377
35.1947,2.88877,-6.17708,171.26064,-3.24959,3.34732,0.58441,171.39634
35.2154,3.07237,-6.02329,171.27673,-3.24553,3.34552,0.59079,171.41015
35.236,2.89941,-6.16618,170.97221,-3.24716,3.35523,0.5889,171.10794
35.2572,2.95194,-6.27003,171.43555,-3.25032,3.35393,0.59346,171.57556
35.278,2.88939,-6.34322,171.14496,-3.25457,3.34245,0.58904,171.28684
35.2998,3.05577,-6.37685,171.14725,-3.2491,3.35187,0.59581,171.29326
35.321,3.16479,-6.41084,171.01283,-3.25092,3.34487,0.59526,171.16221
35.3467,3.09943,-6.33885,171.05511,-3.25399,3.34645,0.59496,171.20058
35.3675,3.03331,-6.33033,171.02319,-3.25393,3.34692,0.59458,171.16719
35.3884,2.9274,-6.73065,171.07124,-3.25873,3.34757,0.59772,171.22862
35.4097,2.91934,-6.16126,171.43394,-3.24838,3.34931,0.5889,171.56946
35.4307,3.06153,-6.36784,171.08363,-3.25659,3.34955,0.59536,171.22947
35.4531,3.04624,-6.22371,171.0034,-3.25394,3.348,0.59115,171.14373
35.4785,2.84005,-6.12159,171.51927,-3.24245,3.35188,0.59029,171.65197
35.4992,3.10013,-6.10567,171.34077,-3.26003,3.35087,0.59095,171.47755
35.5198,2.82221,-6.36465,171.245,-3.25356,3.35287,0.59378,171.38647
35.5407,3.05847,-6.14874,171.24007,-3.25879,3.33875,0.59079,171.37772
35.562,2.92531,-5.87944,171.32657,-3.25231,3.3525,0.58961,171.45238
35.5828,2.9467,-6.51197,171.23758,-3.25711,3.34944,0.59572,171.38669
35.6034,3.2687,-6.19804,171.09575,-3.25262,3.34051,0.59759,171.23918
35.6246,3.08453,-6.18128,171.00922,-3.24345,3.34685,0.59704,171.14869
35.6458,2.98666,-6.35923,171.36223,-3.26053,3.35195,0.5961,171.50619
35.6689,2.98977,-6.15585,171.00368,-3.25019,3.34136,0.59551,171.14056
35.6916,3.1308,-5.90793,171.16077,-3.24503,3.34813,0.59525,171.29131
35.7126,3.21119,-5.83099,170.92099,-3.24619,3.3517,0.5866,171.05057
35.7333,3.02061,-6.24574,171.51447,-3.25644,3.35535,0.59814,171.65473
35.754,3.04538,-6.27108,171.45123,-3.24425,3.35479,0.59317,171.59291
35.7749,3.2035,-5.93122,171.14114,-3.25521,3.34344,0.59212,171.27385
35.7957,2.94737,-6.26056,171.32185,-3.24736,3.34635,0.59528,171.46154
35.8162,3.0235,-6.11955,171.04407,-3.24569,3.3465,0.5935,171.18021
35.8371,3.04343,-6.11165,171.10199,-3.24565,3.3523,0.59471,171.23815
35.8575,2.98842,-5.97547,171.33369,-3.2481,3.35475,0.58983,171.46391
35.8786,2.88853,-6.29766,171.2101,-3.2468,3.34783,0.59268,171.35023
35.8993,3.01937,-5.76787,171.14789,-3.24008,3.34793,0.58593,171.27167
35.9199,3.10256,-6.16436,171.07153,-3.24935,3.35093,0.59385,171.21067
35.9412,2.90791,-6.55434,171.18831,-3.25034,3.34355,0.5938,171.33841
35.9625,2.87787,-6.54498,171.34424,-3.25558,3.34969,0.59219,171.49334
35.9874,2.99663,-6.0203,171.33311,-3.25194,3.34949,0.59493,171.46504
36.0083,2.91898,-6.27804,171.24228,-3.2604,3.34935,0.59807,171.38218
36.0288,3.15107,-6.07801,170.88004,-3.24405,3.34649,0.59381,171.01713
36.0518,3.15432,-6.37289,171.24707,-3.25057,3.34764,0.59729,171.39464
36.0725,2.94767,-6.01119,171.38139,-3.25184,3.34675,0.58639,171.51211
36.0937,3.15336,-5.98091,171.00037,-3.25137,3.34358,0.58982,171.13398
36.1149,3.0757,-6.06304,171.1866,-3.24724,3.34945,0.58937,171.32155
36.1411,2.97979,-6.02577,171.12254,-3.2421,3.35079,0.59068,171.25453
36.1621,2.95501,-6.00417,171.24675,-3.23947,3.35572,0.59057,171.37745
36.1833,2.91048,-6.33661,171.31973,-3.25682,3.35339,0.5964,171.46158
36.2038,3.07435,-6.03638,171.08791,-3.24704,3.34273,0.59252,171.22196
36.2243,2.87919,-6.19887,171.10432,-3.25304,3.35303,0.58639,171.24078
36.2448,3.08822,-5.91369,171.12352,-3.24787,3.35393,0.59198,171.25352
36.2672,3.10587,-6.15641,171.15889,-3.25262,3.34258,0.59303,171.29773
36.2927,2.99264,-5.97473,171.01947,-3.24795,3.34998,0.58651,171.14997
36.3147,3.02984,-6.13721,170.83066,-3.25589,3.34564,0.59475,170.96771
36.3363,2.90354,-6.36803,171.34338,-3.25397,3.35126,0.59066,171.48626
36.3574,2.97188,-6.34836,171.0576,-3.2529,3.34905,0.59263,171.20116
36.3783,2.97744,-6.25269,170.95737,-3.24682,3.345,0.59125,171.09758
36.399,3.15699,-6.06741,171.02182,-3.24754,3.34465,0.59757,171.15853
36.4208,2.93219,-6.30196,171.25871,-3.25708,3.35,0.59624,171.39971
36.4454,2.98669,-6.49596,171.17671,-3.24702,3.34996,0.59589,171.32596
36.4664,3.09025,-6.18028,171.03958,-3.23566,3.36053,0.59514,171.1791
36.487,3.1429,-5.70192,170.92352,-3.24169,3.35752,0.5879,171.04748
36.5075,2.99959,-6.36791,171.10472,-3.25802,3.35449,0.59063,171.24945
36.5281,2.94208,-6.2571,171.24149,-3.26094,3.36583,0.59089,171.38102
36.5506,3.08962,-6.08527,171.11169,-3.25461,3.35949,0.59253,171.24774
36.5716,3.07678,-6.27892,171.07739,-3.26131,3.35749,0.59504,171.22023
36.5924,3.05273,-6.09389,170.98274,-3.25376,3.36074,0.59524,171.11853
36.6187,3.05026,-6.04686,171.10538,-3.24993,3.35353,0.58892,171.23936
36.6393,2.97842,-6.14609,171.17332,-3.25002,3.34754,0.59678,171.30952
36.66,3.02045,-6.41134,171.19746,-3.25995,3.35807,0.59286,171.3441
36.6816,3.00061,-6.23813,171.03891,-3.25561,3.35062,0.59496,171.17893
36.7025,3.17527,-6.3182,171.0966,-3.25084,3.35369,0.60081,171.24266
36.724,3.1082,-6.01999,171.07037,-3.2464,3.35636,0.59224,171.20448
36.7452,3.09393,-6.06525,170.84724,-3.25305,3.35264,0.5901,170.98287
36.7667,3.20629,-6.16238,171.07274,-3.25104,3.35566,0.59949,171.21372
36.7872,3.06062,-6.02314,171.08159,-3.24141,3.35273,0.59234,171.21494
36.8081,3.11462,-6.17428,171.19693,-3.24751,3.35051,0.59406,171.33654
36.8296,3.09448,-6.17157,171.17726,-3.25102,3.35247,0.59536,171.31643
36.8531,3.0815,-6.042,171.34172,-3.24998,3.35178,0.5912,171.47591
36.874,2.97939,-6.52556,171.0336,-3.26017,3.35047,0.59688,171.18397
36.8947,2.98288,-6.01716,171.16611,-3.2451,3.35383,0.59116,171.29781
36.9154,2.95252,-6.32256,171.11954,-3.25292,3.34993,0.5958,171.26175
36.9367,2.78117,-6.16106,171.46042,-3.25129,3.35477,0.58847,171.59362
36.9574,3.05405,-6.05159,170.96368,-3.25926,3.34641,0.5877,171.09801
36.9786,3.03178,-5.99732,171.11815,-3.25084,3.3458,0.58997,171.25005
36.9999,3.14443,-6.2735,171.27887,-3.24882,3.35443,0.60085,171.42256
37.021,3.03607,-6.32661,171.06306,-3.25556,3.3439,0.59276,171.20694
37.0418,2.97382,-6.29335,171.261,-3.24374,3.34583,0.59382,171.40239
37.0635,3.11695,-6.2061,170.96429,-3.26447,3.34556,0.58858,171.10529
37.0843,2.87161,-6.18923,171.05687,-3.25035,3.34417,0.58907,171.19289
37.1094,3.0701,-5.91003,171.35472,-3.24946,3.35173,0.59177,171.48409
37.1304,2.854,-6.19877,171.26614,-3.24759,3.35506,0.5931,171.40205
37.151,3.01244,-6.17305,171.10146,-3.23505,3.35162,0.59578,171.23928
37.1721,3.14072,-6.18575,171.35069,-3.25476,3.3517,0.59406,171.49107
37.1927,3.05251,-6.19572,171.33455,-3.25227,3.35073,0.5893,171.47371
37.2132,3.024,-6.13788,171.33429,-3.24734,3.34998,0.59014,171.47086
37.2343,2.97252,-5.89363,171.207,-3.25014,3.34816,0.59086,171.3342
37.2557,2.97352,-6.35135,171.11015,-3.26142,3.34884,0.59597,171.25381
37.2818,3.16442,-6.24316,171.18594,-3.25447,3.34805,0.59252,171.32898
37.3024,3.15822,-6.04855,171.15218,-3.24697,3.3542,0.59305,171.28814
37.3231,3.07606,-6.0444,171.21266,-3.24645,3.35194,0.58777,171.34694
37.3443,3.18864,-5.96649,171.00211,-3.25117,3.35228,0.59036,171.13587
37.3657,3.03435,-6.12158,171.17342,-3.25693,3.34482,0.59068,171.30972
37.3866,2.99378,-6.15328,171.00316,-3.25642,3.34512,0.59089,171.14002
37.4079,3.00242,-6.01372,171.12395,-3.2531,3.34767,0.58957,171.2559
37.4342,2.98551,-6.32523,171.38191,-3.25774,3.34932,0.59544,171.52458
37.4553,3.09236,-6.07735,171.14026,-3.24641,3.34747,0.59383,171.27605
37.4761,2.79346,-6.29299,171.34048,-3.24691,3.35162,0.59354,171.47876
37.4973,2.88959,-6.11788,171.37869,-3.24415,3.35147,0.58804,171.5122
37.5183,2.98951,-6.40721,171.17377,-3.25324,3.34665,0.59588,171.31972
37.5393,2.92504,-6.10283,170.9655,-3.24524,3.34854,0.5948,171.09939
37.5602,2.93857,-6.11616,171.04631,-3.24905,3.3488,0.58714,171.18085
37.5814,3.04704,-6.03055,171.40222,-3.24885,3.34905,0.59085,171.53534
37.6044,3.0648,-6.28617,171.13533,-3.25399,3.34596,0.593,171.27817
37.6284,3.01505,-6.07817,171.07613,-3.24665,3.34984,0.59132,171.21062
37.6493,2.90079,-5.9911,171.22672,-3.24909,3.35207,0.58643,171.35605
37.6707,3.02877,-6.14911,171.17096,-3.25258,3.34582,0.59141,171.30815
37.6928,2.8908,-6.17083,171.28229,-3.25372,3.35394,0.58922,171.41779
37.7141,2.90957,-6.27509,171.10474,-3.25806,3.34658,0.59112,171.24448
37.7415,2.98188,-6.25309,171.08253,-3.25372,3.33985,0.59519,171.22274
37.7623,3.07885,-5.93874,171.24948,-3.24745,3.35253,0.58979,171.38008
37.7832,2.95346,-6.06715,171.30153,-3.2508,3.35649,0.59129,171.43438
37.8044,3.02482,-6.11899,171.03835,-3.25347,3.34711,0.59251,171.17449
37.8249,3.0602,-5.96166,171.106,-3.25162,3.34463,0.58577,171.23718
37.8474,3.06576,-6.27587,171.30371,-3.25,3.34995,0.59323,171.44605
37.8738,2.94209,-6.18644,171.11449,-3.24671,3.34589,0.59364,171.25156
37.8947,3.08794,-5.94155,171.17285,-3.23928,3.34875,0.58943,171.30377
