t,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),|F|
37.9154,3.08184,-6.16739,171.09372,-3.24797,3.3528,0.59188,171.23258
37.9359,2.96381,-6.30472,171.40942,-3.25752,3.35179,0.5905,171.55094
37.9572,3.01533,-6.49802,171.48692,-3.26119,3.34643,0.59616,171.63648
37.978,3.05234,-6.4159,171.17844,-3.25718,3.34794,0.5926,171.32582
37.999,2.93415,-6.18078,171.01825,-3.25055,3.34476,0.59037,171.15506
38.0204,2.97989,-6.02288,171.14514,-3.24628,3.34697,0.59308,171.27701
38.0476,3.04351,-6.03714,171.14635,-3.25444,3.34861,0.58716,171.27984
38.0683,2.92549,-6.54401,170.98578,-3.257,3.34425,0.59643,171.13597
38.089,2.96497,-6.31245,171.12068,-3.25407,3.35043,0.5919,171.26274
38.1103,3.0363,-6.25429,171.01572,-3.25594,3.34458,0.59115,171.15698
38.1311,2.96755,-6.02146,170.97945,-3.24186,3.35129,0.59293,171.11118
38.1517,3.14843,-5.93088,171.08946,-3.24975,3.34421,0.58809,171.22118
38.1729,2.89969,-5.8036,171.44226,-3.24425,3.35659,0.58486,171.56497
38.194,3.09208,-6.10985,170.99625,-3.2418,3.34972,0.59293,171.1333
38.2144,3.01893,-6.53486,171.15379,-3.24995,3.33939,0.59562,171.30511
38.2349,3.08275,-6.06575,171.39017,-3.24914,3.35415,0.59021,171.52518
38.2569,2.98132,-5.94638,171.49966,-3.25578,3.35054,0.59158,171.62862
38.2814,2.94253,-6.10204,171.05461,-3.24812,3.34431,0.59213,171.18871
38.3023,3.11418,-6.16407,171.11139,-3.25189,3.34346,0.59254,171.2507
38.323,2.89362,-6.22999,171.29643,-3.25065,3.35298,0.5922,171.43411
38.3442,3.05485,-5.95351,171.31149,-3.25003,3.35039,0.58599,171.44213
38.3648,3.01708,-6.16706,171.31659,-3.25114,3.3496,0.59447,171.4541
38.3852,3.00355,-6.02513,171.31949,-3.25305,3.34913,0.58939,171.45172
38.4069,3.18125,-6.10631,171.12198,-3.25657,3.34525,0.59419,171.26044
38.4282,3.01517,-6.00823,171.24988,-3.25106,3.3495,0.59179,171.38177
38.4547,2.96552,-6.35506,171.10913,-3.24446,3.34723,0.59572,171.25278
38.4752,2.83233,-6.24988,171.40068,-3.25364,3.35225,0.59069,171.53797
38.4975,3.05432,-5.96866,171.24294,-3.24915,3.35398,0.58789,171.37414
38.5181,3.02242,-6.07531,171.14925,-3.24501,3.34956,0.59172,171.28371
38.5387,3.09822,-6.21522,170.96796,-3.24831,3.34862,0.59413,171.10894
38.5603,3.08877,-6.28895,171.12199,-3.25203,3.34398,0.59266,171.26537
38.5861,2.90411,-6.30885,171.2614,-3.25709,3.35015,0.59452,171.40216
38.6071,3.05453,-6.03848,171.1955,-3.25514,3.35027,0.59068,171.32919
38.6277,2.95762,-6.26982,171.20528,-3.25513,3.3598,0.59231,171.34557
38.649,2.9962,-5.89855,171.17552,-3.24515,3.36618,0.59204,171.30333
38.6702,3.12111,-5.96045,171.06677,-3.24662,3.35818,0.59306,171.19903
38.6908,3.10509,-6.63533,171.00888,-3.25862,3.35584,0.59976,171.16573
38.7133,3.12224,-6.07785,171.19939,-3.24773,3.35441,0.59424,171.33569
38.7387,2.85714,-6.27631,171.24391,-3.25581,3.35611,0.59794,171.38271
38.7597,3.02454,-6.08425,171.10561,-3.25458,3.35026,0.58698,171.24046
38.7802,3.0353,-6.00589,171.10667,-3.25311,3.35127,0.58843,171.23895
38.8012,2.98524,-6.27489,171.05444,-3.25156,3.35246,0.59641,171.19553
38.8225,3.10142,-6.0311,170.9662,-3.24697,3.35452,0.58911,171.10066
38.8436,3.13852,-6.15165,171.02988,-3.24996,3.35542,0.59068,171.16925
38.8643,3.21507,-6.42831,171.25768,-3.25882,3.34794,0.5936,171.40843
38.8855,2.98543,-6.05838,170.95097,-3.25736,3.35251,0.58892,171.08434
38.9063,2.84916,-6.12128,171.10776,-3.24954,3.35955,0.59296,171.24092
38.9268,3.08069,-6.25053,171.16055,-3.25154,3.35216,0.59472,171.30235
38.9476,3.03859,-6.18629,170.98868,-3.25141,3.34553,0.59377,171.12753
38.9689,3.12808,-6.01926,170.86909,-3.25016,3.34536,0.58978,171.0037
38.9933,2.99224,-5.913,171.05151,-3.23869,3.35193,0.58856,171.17984
39.0142,2.98735,-6.20741,171.10805,-3.25393,3.34529,0.59092,171.24666
39.0347,2.99409,-6.19956,171.16119,-3.25571,3.34652,0.59435,171.2996
39.0552,2.93762,-6.29901,171.19083,-3.24708,3.35684,0.59616,171.33186
39.0758,2.9974,-6.08755,171.2899,-3.2448,3.35009,0.59305,171.42425
39.0965,2.93686,-5.84228,171.14056,-3.24793,3.35632,0.59108,171.26544
39.119,3.10508,-6.096,171.24361,-3.24885,3.35122,0.5887,171.38021
39.1404,3.09834,-6.03443,171.30464,-3.2545,3.35257,0.59138,171.43889
39.1619,3.01955,-6.09673,171.45598,-3.24374,3.35723,0.59092,171.59091
39.1824,3.1737,-6.25443,171.17532,-3.2521,3.34717,0.595,171.31895
39.2029,2.98437,-6.18546,171.16133,-3.2543,3.34519,0.59334,171.29906
39.2244,2.89716,-6.26618,171.22517,-3.25204,3.34484,0.59494,171.36429
39.2494,3.09823,-6.06464,170.94849,-3.24909,3.35132,0.59631,171.08408
39.2703,2.78688,-6.22878,171.08197,-3.2547,3.35202,0.59122,171.218
39.2909,2.98609,-6.16929,171.40819,-3.24427,3.34933,0.59038,171.54517
39.3115,2.93217,-5.96558,171.37262,-3.24226,3.35764,0.58498,171.50149
39.3334,2.93817,-6.12229,171.39696,-3.25215,3.35089,0.59092,171.53143
39.3548,3.02374,-6.05559,171.1356,-3.24945,3.34823,0.58935,171.2694
39.3765,3.12071,-6.07548,171.21703,-3.25401,3.34072,0.59083,171.3532
39.3973,3.13477,-6.0588,171.07875,-3.23967,3.35042,0.5883,171.2147
39.4224,3.0173,-6.11193,171.04124,-3.24214,3.34721,0.59381,171.17701
39.4432,2.90584,-6.00821,171.34335,-3.25495,3.34992,0.58368,171.47328
39.4639,3.08049,-6.17934,171.00626,-3.25722,3.34895,0.59119,171.14559
39.4844,2.97542,-5.92125,171.20314,-3.25252,3.34968,0.58709,171.33134
39.5048,3.11823,-6.23949,171.09808,-3.24978,3.34083,0.59321,171.24021
39.5262,3.18032,-6.11795,171.0546,-3.24726,3.35023,0.59398,171.19351
39.5474,2.86272,-6.34281,171.16946,-3.25393,3.3493,0.58933,171.31086
39.5686,2.8743,-6.41715,171.10106,-3.25498,3.34929,0.58872,171.24548
39.5894,3.10789,-6.12416,171.3546,-3.24344,3.35646,0.58914,171.49217
39.6111,2.89611,-6.0818,171.41557,-3.24802,3.3536,0.59343,171.54788
39.6323,2.95945,-6.13472,171.287,-3.25097,3.35113,0.59414,171.42237
39.6555,2.91583,-6.19655,171.21895,-3.24314,3.35432,0.59484,171.35585
39.6763,3.03075,-6.33606,171.1144,-3.2502,3.34832,0.5955,171.25848
39.6968,3.02152,-6.19295,171.21628,-3.24829,3.35611,0.59291,171.35488
39.7177,2.92627,-6.10492,171.14175,-3.25351,3.35126,0.58959,171.27561
39.7389,3.06704,-6.24897,171.29207,-3.2545,3.35559,0.59082,171.43345
39.76,3.08468,-5.77624,171.33484,-3.24713,3.36095,0.58588,171.45993
39.7812,3.02865,-6.00332,171.28546,-3.25279,3.34829,0.5972,171.41739
39.8027,2.97253,-6.25127,171.33704,-3.24897,3.36209,0.59169,171.4768
39.8286,2.97725,-6.18754,171.16568,-3.25405,3.34712,0.59146,171.30336
39.849,2.93888,-6.37662,171.21982,-3.25988,3.35617,0.59418,171.36372
39.8703,2.9655,-6.12585,171.0782,-3.24914,3.353,0.5894,171.21353
39.8914,3.14311,-6.21329,171.08511,-3.25148,3.35174,0.59579,171.22675
39.9124,2.99508,-6.13167,171.06506,-3.25149,3.35818,0.59368,171.20112
39.9337,3.10258,-6.32451,171.06691,-3.24809,3.34947,0.59449,171.2119
39.955,3.08455,-5.93367,171.05562,-3.25057,3.35908,0.58966,171.18629
39.9811,3.17979,-5.92473,171.21858,-3.24758,3.35477,0.59232,171.35057
40.002,3.04778,-5.84558,171.32816,-3.23808,3.35482,0.58664,171.45494
40.0225,2.79998,-6.55386,171.20059,-3.25738,3.35733,0.5968,171.34887
40.0437,3.06864,-6.14062,171.29478,-3.25204,3.34866,0.59082,171.43228
40.0646,2.96417,-6.50695,171.30162,-3.24783,3.34423,0.59475,171.45079
40.0871,3.09175,-6.2395,171.25529,-3.2496,3.35669,0.59468,171.39681
40.1098,3.03149,-6.29402,171.15558,-3.25391,3.36077,0.58997,171.29809
40.1339,3.11107,-6.15465,171.11649,-3.25569,3.35242,0.59277,171.25539
40.1544,3.02975,-6.18444,171.10249,-3.25268,3.36062,0.58973,171.24103
40.1751,3.17989,-6.40519,171.14592,-3.25531,3.35547,0.59654,171.29525
40.1962,2.87802,-6.37367,171.15594,-3.2548,3.34948,0.59505,171.29876
40.2172,2.9967,-6.29807,171.01768,-3.24992,3.35069,0.58956,171.15985
40.2386,3.09791,-6.09074,171.06493,-3.24158,3.34996,0.59209,171.20135
40.2598,3.06832,-5.96907,171.40631,-3.2489,3.34627,0.58944,171.53766
40.281,3.034,-5.99275,171.20299,-3.26249,3.34227,0.5945,171.33471
40.3032,3.09899,-6.02244,171.11298,-3.24962,3.34782,0.59585,171.24697
40.3261,2.94323,-5.96212,171.30273,-3.24062,3.34668,0.59019,171.43172
40.3474,2.90215,-6.23488,171.1815,-3.25069,3.35306,0.59346,171.31959
40.3681,3.04055,-6.55209,170.93697,-3.25728,3.34392,0.5991,171.08951
40.3896,2.96521,-6.34752,171.18626,-3.2563,3.3483,0.59316,171.32957
40.4111,3.09866,-6.17899,171.17409,-3.25311,3.35792,0.59408,171.3136
40.4321,3.05305,-6.33558,171.11446,-3.24184,3.35039,0.59648,171.25892
40.4528,3.11506,-6.22476,170.91791,-3.24723,3.3484,0.59515,171.05959
40.4735,2.94123,-6.18589,171.24336,-3.25036,3.35148,0.59106,171.38029
40.4947,3.03895,-5.99572,171.17613,-3.24456,3.34911,0.59306,171.30806
40.5206,2.93728,-6.44041,171.15607,-3.25462,3.34753,0.5948,171.30238
40.5414,2.95936,-6.10826,171.10422,-3.24532,3.35199,0.58982,171.23879
40.5622,3.00301,-6.14437,171.1274,-3.25256,3.35007,0.5934,171.264
40.5833,2.88505,-6.16255,171.24055,-3.25524,3.34912,0.59139,171.37569
40.6039,2.84218,-6.12996,171.08505,-3.25017,3.34642,0.59388,171.21843
40.6249,3.00874,-6.26501,171.3448,-3.2532,3.35683,0.59583,171.4857
40.6458,3.0428,-6.48551,171.09546,-3.2566,3.34538,0.59547,171.24537
40.667,3.11616,-6.34868,171.20236,-3.24622,3.34243,0.59783,171.34837
40.6927,3.19078,-6.06589,171.16522,-3.25346,3.34679,0.59217,171.30239
40.7132,2.99709,-6.16833,171.3766,-3.25048,3.35237,0.58954,171.51376
40.7338,3.10441,-6.09637,171.24567,-3.24585,3.34655,0.59159,171.38227
40.7549,2.95508,-6.15417,171.2123,-3.24854,3.35383,0.59081,171.34835
40.7758,3.08559,-6.15522,171.00377,-3.2473,3.35105,0.59967,171.14233
40.797,2.82052,-6.38601,171.26419,-3.25451,3.34834,0.59363,171.40642
40.8182,3.12298,-6.19088,171.14243,-3.25023,3.35088,0.59221,171.28284
40.8389,2.90852,-6.21509,171.0961,-3.2466,3.35159,0.59082,171.23365
40.8596,3.0635,-6.24806,171.10771,-3.24649,3.34171,0.59,171.24915
40.8801,2.89825,-6.03684,171.38152,-3.25967,3.35091,0.58447,171.51229
40.9008,3.00774,-6.28073,171.18573,-3.24829,3.34789,0.5976,171.32731
40.9214,2.91323,-6.31242,171.08977,-3.25107,3.34809,0.59163,171.23096
40.9469,3.00539,-6.20701,171.08098,-3.24945,3.34486,0.59193,171.21992
40.9676,3.12001,-6.02212,171.27827,-3.25586,3.34923,0.59392,171.41251
40.9887,2.97434,-6.27461,171.17221,-3.24917,3.35111,0.59256,171.313
41.0097,2.90639,-6.09766,171.41048,-3.24732,3.35437,0.58947,171.54352
41.0308,2.96897,-6.22835,171.17938,-3.25312,3.35163,0.59291,171.31838
41.0522,2.99441,-6.04193,171.14743,-3.24707,3.34875,0.5894,171.28022
41.0726,3.07772,-6.01479,171.18269,-3.24587,3.35042,0.59258,171.31598
41.0936,3.05502,-6.37739,171.01724,-3.25694,3.34911,0.59518,171.16338
41.1167,2.94681,-6.05936,171.23978,-3.24956,3.35086,0.58704,171.37229
41.1394,2.93244,-6.18649,171.0381,-3.25187,3.34362,0.58829,171.17507
41.16,2.94527,-6.20916,171.28342,-3.26136,3.35265,0.59169,171.42123
41.1807,2.99322,-6.08542,171.26822,-3.24429,3.34986,0.59421,171.40243
41.2013,3.03493,-6.19009,170.92757,-3.2504,3.34362,0.59183,171.06654
41.2218,2.93119,-6.32062,170.88962,-3.24639,3.35447,0.59544,171.03159
41.243,2.95064,-6.12531,171.25108,-3.24801,3.34767,0.59035,171.386
41.2641,2.99674,-6.19792,171.28085,-3.2525,3.34283,0.58982,171.41915
41.285,2.95983,-6.43852,171.2065,-3.25786,3.34876,0.59533,171.35309
41.3056,3.00531,-5.98281,171.2513,-3.24782,3.35666,0.58737,171.38212
41.3268,3.06906,-6.13127,171.31944,-3.24839,3.34909,0.59113,171.45659
41.3485,3.01019,-5.98535,171.06419,-3.25105,3.3532,0.58938,171.19534
41.3708,2.9796,-6.20974,171.15414,-3.25095,3.34713,0.59496,171.29267
41.3935,3.04983,-6.29631,171.18723,-3.25117,3.35366,0.59806,171.33012
41.4143,2.93282,-6.18988,171.23662,-3.24111,3.34983,0.58976,171.37356
41.4348,3.07948,-6.31794,171.14476,-3.2502,3.34431,0.5963,171.28902
41.4557,3.07309,-6.20809,171.34596,-3.25051,3.35043,0.59452,171.48593
41.4765,2.95855,-6.3339,171.29539,-3.25604,3.34731,0.59378,171.43799
41.4978,3.14857,-6.16572,171.11679,-3.25127,3.34391,0.58992,171.25678
41.5185,3.0652,-6.28953,171.33534,-3.25579,3.34457,0.59438,171.47814
41.5391,3.05428,-6.29608,171.30101,-3.2572,3.34731,0.59726,171.44388
41.561,2.92674,-6.52438,171.35059,-3.26114,3.34582,0.59372,171.49973
41.5833,2.95366,-6.0415,171.34445,-3.24632,3.35723,0.59327,171.47637
41.6083,2.97312,-6.4253,171.0826,-3.25281,3.34786,0.59596,171.22902
41.6291,2.82296,-6.4595,171.18893,-3.25663,3.34463,0.59077,171.33402
41.6503,3.08967,-6.19142,171.13956,-3.24944,3.34777,0.59538,171.27938
41.6724,3.00696,-6.07352,171.10387,-3.2495,3.35077,0.58916,171.23803
41.6942,3.11653,-6.07885,171.19478,-3.255,3.34332,0.5868,171.33102
41.715,3.09145,-6.26825,171.09261,-3.25393,3.34548,0.59274,171.2353
41.7371,3.13307,-6.26763,170.93591,-3.25509,3.34391,0.59041,171.07947
41.7616,2.98573,-6.47189,170.99524,-3.25349,3.35169,0.59236,171.14372
41.7822,2.9386,-6.2214,171.09663,-3.2504,3.34859,0.58919,171.23492
41.8034,2.91768,-6.01534,171.41682,-3.25946,3.35173,0.59268,171.54715
41.8241,3.11862,-6.22588,171.00227,-3.25392,3.34906,0.59328,171.14399
41.845,2.99357,-6.16878,171.21329,-3.24665,3.35237,0.59243,171.35053
41.8674,3.00844,-6.6252,171.06854,-3.26283,3.34392,0.59835,171.22322
41.893,3.03026,-6.14038,171.12752,-3.25132,3.35182,0.59164,171.26446
41.9138,2.89097,-5.86248,171.18759,-3.24287,3.35005,0.5918,171.31234
41.9346,2.98783,-6.16308,171.18277,-3.25314,3.34797,0.59184,171.31973
41.9552,2.88334,-6.22714,171.37405,-3.24843,3.35565,0.59369,171.51139
41.9786,3.26737,-6.22144,170.71404,-3.24628,3.34519,0.59161,170.85861
42.0012,3.09076,-6.03607,171.58479,-3.24751,3.35072,0.59152,171.71875
42.0248,2.81417,-6.2551,171.27809,-3.25796,3.35541,0.59459,171.41537
42.0455,3.09122,-6.16646,171.05991,-3.25035,3.35085,0.59532,171.19893
42.0663,2.75759,-6.16475,171.29568,-3.25067,3.35206,0.58811,171.42876
42.0871,3.00387,-6.32673,171.09209,-3.25175,3.3517,0.59272,171.23537
42.1082,2.96894,-6.07301,171.25015,-3.24344,3.351,0.59029,171.38352
42.1288,2.96382,-6.3052,171.44821,-3.24584,3.35496,0.59256,171.58971
42.1496,2.99793,-6.3946,171.27547,-3.25044,3.35597,0.59295,171.42101
42.1717,2.98633,-6.45906,170.98248,-3.25743,3.33951,0.59308,171.1305
42.1933,2.86735,-6.50675,171.11528,-3.25612,3.34768,0.59213,171.26295
42.2184,3.098,-6.28601,171.05598,-3.25724,3.34481,0.59281,171.19948
42.239,2.86476,-6.03671,171.30235,-3.2506,3.35671,0.58661,171.43262
42.2601,2.88305,-6.38422,170.93539,-3.25791,3.34425,0.59384,171.07887
42.2814,3.18506,-6.08362,171.07207,-3.24364,3.35054,0.59148,171.20983
42.3022,3.07585,-6.19316,171.27563,-3.25683,3.34895,0.59293,171.41517
42.3247,3.13067,-6.22288,171.1196,-3.25319,3.34914,0.59306,171.26133
42.3462,3.17013,-6.32119,171.01936,-3.2629,3.35466,0.59397,171.1655
42.3714,3.11155,-6.08326,171.1586,-3.24551,3.34909,0.59058,171.29493
42.3923,2.88888,-6.18452,171.35088,-3.24623,3.35348,0.5907,171.48678
42.413,3.10347,-6.03521,170.94731,-3.24851,3.34891,0.59612,171.08196
42.4344,3.01846,-6.17623,171.21739,-3.25106,3.34724,0.59092,171.35534
42.4562,2.97289,-6.23481,171.28368,-3.25448,3.34872,0.59184,171.42289
42.4774,2.99218,-6.24918,171.24336,-3.2481,3.34818,0.59095,171.38347
42.4997,3.08493,-6.14598,171.07997,-3.24612,3.34707,0.59037,171.21813
42.5238,3.0529,-6.24147,171.03618,-3.25227,3.35139,0.59301,171.17725
42.5445,2.99256,-6.14631,171.11417,-3.24519,3.35043,0.5904,171.25067
42.5662,3.12824,-6.07723,171.16997,-3.25652,3.34764,0.59388,171.30638
42.5874,3.20984,-5.93862,171.1254,-3.24721,3.35008,0.5906,171.25849
42.6093,3.1177,-6.19994,171.09264,-3.24827,3.33836,0.59602,171.23332
42.6305,3.00867,-5.94618,171.2269,-3.24775,3.34418,0.58859,171.35653
42.6555,3.02678,-6.304,171.07629,-3.25965,3.35124,0.59105,171.21916
42.6765,3.09543,-6.36394,171.07491,-3.25239,3.34427,0.5933,171.22122
42.6973,2.9422,-6.43348,171.20514,-3.25332,3.34441,0.59682,171.35124
42.7189,3.14754,-6.16585,171.12135,-3.24612,3.34846,0.59283,171.26133
42.741,3.12363,-5.9306,171.15225,-3.252,3.34483,0.59148,171.28346
42.7617,3.22237,-6.49522,170.91406,-3.24896,3.33866,0.60108,171.06779
42.7828,2.97716,-6.50505,171.15666,-3.25095,3.34658,0.59488,171.30611
42.8044,3.03917,-6.28867,171.09341,-3.25041,3.35472,0.59268,171.23592
42.828,2.93155,-6.28699,171.05426,-3.26378,3.3521,0.59119,171.19486
42.8488,2.9426,-6.31842,171.23679,-3.25957,3.34577,0.58935,171.37858
42.8699,3.10007,-6.22525,171.14543,-3.24529,3.34871,0.5945,171.28667
42.8911,3.01162,-6.01489,170.94283,-3.2414,3.34994,0.58648,171.07512
42.9118,3.04843,-6.33465,170.84032,-3.24316,3.34212,0.59707,170.9849
42.9326,2.90984,-6.16274,171.18819,-3.24217,3.35297,0.59259,171.32379
42.9537,2.92613,-6.2334,171.05986,-3.25358,3.35156,0.58914,171.1984
42.9748,3.13915,-6.17797,171.12889,-3.25056,3.34265,0.59262,171.26914
42.9954,2.97088,-6.14774,171.40103,-3.25172,3.35408,0.59148,171.53698
43.0174,2.89138,-6.37918,171.16217,-3.2516,3.35302,0.59384,171.30541
43.0408,3.11029,-6.34763,171.20392,-3.25827,3.34848,0.59576,171.34978
43.0614,3.31682,-6.22116,171.05447,-3.25581,3.34041,0.5945,171.1997
43.0835,2.95849,-6.31567,171.17746,-3.25323,3.34851,0.59216,171.31948
43.1042,2.97379,-6.27244,171.14355,-3.25233,3.34533,0.59261,171.28428
43.1255,3.09637,-6.22325,171.09946,-3.25617,3.35188,0.59056,171.24059
43.1461,3.10105,-6.21847,171.06374,-3.25457,3.35082,0.58924,171.20481
43.168,3.24077,-6.56358,170.81456,-3.26213,3.35345,0.59794,170.97133
43.1937,3.10533,-6.43831,171.16072,-3.25206,3.36362,0.59419,171.30992
43.2145,3.03694,-6.18662,171.06297,-3.25022,3.3579,0.59101,171.20175
43.2354,3.19183,-6.02539,171.22849,-3.25497,3.33938,0.58924,171.36419
43.2562,2.93371,-6.07399,171.35669,-3.24358,3.35311,0.58826,171.4894
43.2768,3.00738,-6.17119,171.1032,-3.24579,3.35532,0.59393,171.24086
43.298,2.94376,-6.35237,171.00906,-3.25122,3.34384,0.59337,171.15232
43.3187,3.07964,-5.97972,171.31033,-3.24901,3.34261,0.5909,171.44233
43.3395,2.86643,-6.18202,171.34354,-3.24595,3.3582,0.59175,171.47898
43.3606,3.10132,-6.15245,171.34167,-3.25569,3.3536,0.59279,171.48015
43.3817,3.15274,-6.08927,171.05751,-3.25963,3.35184,0.58847,171.19489
43.405,3.14005,-6.18526,170.88397,-3.25008,3.35192,0.59369,171.0247
43.4263,3.08285,-6.23502,171.01683,-3.25701,3.35834,0.59763,171.15822
43.4479,3.14253,-6.10418,171.2327,-3.25599,3.36242,0.59896,171.37028
43.4686,2.89094,-6.16421,170.91931,-3.24678,3.35652,0.58984,171.05486
43.4895,3.01938,-6.3538,171.00624,-3.26197,3.3477,0.59635,171.15087
43.5102,3.12176,-6.20492,171.09181,-3.24917,3.33972,0.59322,171.23275
43.5308,2.90688,-6.19223,171.38116,-3.25158,3.33223,0.58805,171.51763
43.552,3.01585,-6.18751,171.24147,-3.23668,3.3342,0.59268,171.37976
43.5728,2.97667,-6.02648,171.1288,-3.24955,3.34373,0.59341,171.26075
43.5953,2.91036,-6.15104,171.31667,-3.25022,3.34996,0.59373,171.45176
43.6159,2.85496,-6.44514,171.34441,-3.25903,3.35475,0.59719,171.48935
43.6418,3.03523,-6.00576,171.3886,-3.24818,3.35476,0.59034,171.52065
43.6625,3.04556,-6.1985,171.21832,-3.24404,3.34705,0.5959,171.35755
43.6832,2.88682,-6.15391,171.31848,-3.24716,3.34793,0.58676,171.45328
43.7044,2.99528,-6.419,171.24879,-3.2592,3.34925,0.59188,171.39523
43.7255,2.97452,-6.21168,171.05316,-3.25211,3.34336,0.59416,171.19175
43.7466,3.1214,-6.18936,171.0869,-3.25346,3.34043,0.59531,171.22727
43.767,3.01376,-5.82011,171.29901,-3.24287,3.33863,0.58794,171.42435
43.7883,2.82041,-6.24897,171.50385,-3.25491,3.34329,0.59024,171.64083
43.8112,3.07923,-6.48408,171.10164,-3.25523,3.34452,0.59666,171.25214
43.8339,2.99366,-6.55818,171.14217,-3.25563,3.34608,0.60041,171.29394
43.8546,3.18146,-5.98272,171.33386,-3.25181,3.35061,0.58884,171.4678
43.8754,2.84243,-6.05754,171.29369,-3.24728,3.35471,0.59032,171.42433
43.8963,3.01168,-6.25468,171.35448,-3.25252,3.34951,0.59532,171.49504
43.9169,3.04181,-6.32108,171.12192,-3.24602,3.34529,0.59371,171.26564
43.9375,3.1616,-6.17783,171.19635,-3.24573,3.35319,0.59501,171.33695
43.9586,2.93574,-5.94562,171.3239,-3.24969,3.35011,0.58734,171.45217
43.9795,2.94223,-6.38679,171.29434,-3.25515,3.34988,0.59296,171.43862
44.0008,3.05508,-6.1291,171.1823,-3.2453,3.34833,0.58498,171.31923
44.0273,3.05548,-6.53907,171.14137,-3.25734,3.34779,0.59751,171.2935
44.0482,3.04297,-5.97395,171.21823,-3.24937,3.34784,0.59286,171.34944
44.069,2.98458,-6.24834,171.40874,-3.2514,3.34688,0.59305,171.54855
44.0898,3.00074,-6.00526,171.25639,-3.25169,3.3487,0.59095,171.38792
44.1111,3.04298,-6.30631,171.18822,-3.25126,3.34129,0.5944,171.33136
44.1318,3.03572,-6.2011,171.14952,-3.24312,3.34839,0.5947,171.28873
44.1542,3.08595,-5.95585,171.24535,-3.24385,3.35654,0.59073,171.37667
44.1801,2.9957,-6.15117,171.26498,-3.25754,3.34942,0.59169,171.40159
44.201,2.95852,-5.83288,171.31607,-3.24822,3.34806,0.58722,171.44087
44.2215,2.9159,-6.3486,171.30789,-3.26159,3.35006,0.59313,171.45029
44.2422,3.03203,-5.98597,171.03876,-3.24559,3.34086,0.58864,171.17033
44.2636,3.07435,-5.92766,170.99814,-3.24907,3.34808,0.58905,171.12847
44.2841,3.10988,-5.94177,171.15511,-3.25169,3.3508,0.59074,171.28644
44.3065,2.94955,-6.20045,171.35606,-3.25069,3.35215,0.5948,171.49357
44.3322,2.98022,-5.70408,171.08656,-3.2367,3.35442,0.59094,171.20756
44.3534,3.04136,-6.05154,171.00974,-3.24992,3.35575,0.59262,171.1438
44.3741,2.94688,-6.18402,171.24594,-3.24885,3.34403,0.592,171.3829
44.3955,3.08558,-6.28145,171.10043,-3.25346,3.34695,0.59593,171.2435
44.4162,3.07348,-6.0432,171.18663,-3.25229,3.35124,0.59308,171.32084
44.4368,2.95471,-6.2218,171.17825,-3.25465,3.34151,0.59041,171.31677
44.4591,2.91832,-6.29193,171.26311,-3.24739,3.34749,0.59038,171.40349
44.4847,3.19503,-6.17573,171.06799,-3.25163,3.34524,0.58935,171.20925
44.5056,2.89135,-6.14015,171.13556,-3.24541,3.35394,0.59207,171.27008
44.5263,2.99285,-6.176,171.06213,-3.24974,3.35192,0.59157,171.19975
44.5508,2.78764,-6.14669,171.27698,-3.25719,3.35313,0.59115,171.40991
